"instance_name","LB","best_sol","best_algo","FF","FFD-Avg","FFD-AvgExpo","NCD-DotProduct","NCD-L2Norm","FF_time","FFD-Avg_time","FFD-AvgExpo_time","NCD-DotProduct_time","NCD-L2Norm_time"
"processed_data","10048","11016","FF","11016","11127","11138","12503","12548","425","527","584","109727","206019"
